datetime,tempmax,tempmin,temp_avg,humidity,rainfall,wind_speed,pressure,cloudcover,dew,year,month,day,day_of_the_year,week_of_the_year,day_of_week,Season,rainfall_7day_avg,temp_avg_7day,humidity_7day_avg,rainfall_cumsum_30day,rainfall_lag_1,rainfall_lag_7,temp_avg_lag_1,temp_range,gdd_base10,gdd_cumsum,is_rainy_day,is_heavy_rain,is_hot_day,humidity_high,humidity_very_high,cloud_cover_high,humid_and_cloudy,rain_likely,has_rain,has_partly_cloudy,has_overcast,has_clear
2015-08-28,29.2,22.6,24.6,93.9,14.5,18.4,1012.6,95.1,23.5,2015,8,28,240,35,4,rainy_season,13.242857142857142,25.257142857142856,90.04285714285716,218.0,10.3,3.4,24.9,6.599999999999998,15.899999999999999,10383.700000000003,1,1,0,1,1,1,1,1,1,0,1,0
2015-08-29,28.3,23.0,24.6,93.4,3.0,7.2,1014.6,94.8,23.4,2015,8,29,241,35,5,rainy_season,6.1000000000000005,25.142857142857142,90.62857142857142,210.10000000000002,14.5,53.0,24.6,5.300000000000001,15.649999999999999,10399.350000000002,1,0,0,1,1,1,1,1,1,0,1,0
2015-08-30,29.2,23.1,25.4,89.1,5.8,14.8,1014.9,91.1,23.4,2015,8,30,242,35,6,rainy_season,5.757142857142857,25.142857142857142,90.45714285714287,212.0,3.0,8.2,24.6,6.099999999999998,16.15,10415.500000000002,1,0,0,1,1,1,1,1,1,0,1,0
2015-08-31,28.0,23.2,24.7,90.2,1.0,14.8,1014.5,97.9,22.9,2015,8,31,243,36,0,rainy_season,5.485714285714286,25.08571428571429,90.38571428571427,210.9,5.8,2.9,25.4,4.800000000000001,15.600000000000001,10431.100000000002,0,0,0,1,1,1,1,1,1,0,1,0
2015-09-01,27.9,22.9,24.7,89.9,5.0,9.4,1014.5,98.9,22.9,2015,9,1,244,36,1,rainy_season,5.771428571428571,25.0,90.51428571428572,210.4,1.0,3.0,24.7,5.0,15.399999999999999,10446.500000000002,1,0,0,1,1,1,1,1,1,0,1,0
2015-09-02,29.4,23.0,24.6,92.5,6.5,10.4,1014.4,96.3,23.3,2015,9,2,245,36,2,rainy_season,6.585714285714286,24.785714285714285,91.44285714285715,199.29999999999998,5.0,0.8,24.7,6.399999999999999,16.2,10462.700000000003,1,0,0,1,1,1,1,1,1,0,1,0
2015-09-03,29.2,22.7,25.2,88.6,10.2,11.2,1014.2,90.4,23.1,2015,9,3,246,36,3,rainy_season,6.571428571428571,24.82857142857143,91.08571428571427,201.70000000000002,6.5,10.3,24.6,6.5,15.95,10478.650000000003,1,1,0,1,1,1,1,1,1,0,1,0
2015-09-04,31.1,23.8,26.0,87.4,4.1,9.0,1013.5,89.4,23.6,2015,9,4,247,36,4,rainy_season,5.085714285714286,25.028571428571432,90.15714285714286,204.8,10.2,14.5,25.2,7.300000000000001,17.450000000000003,10496.100000000004,1,0,0,1,1,1,1,1,1,1,0,0
2015-09-05,26.9,23.6,24.7,92.0,9.5,9.0,1013.6,98.8,23.3,2015,9,5,248,36,5,rainy_season,6.014285714285714,25.042857142857144,89.95714285714287,210.9,4.1,3.0,26.0,3.299999999999997,15.25,10511.350000000004,1,0,0,1,1,1,1,1,1,0,1,0
2015-09-06,27.6,22.9,24.5,93.0,13.4,9.7,1014.8,99.0,23.2,2015,9,6,249,36,6,rainy_season,7.1000000000000005,24.914285714285715,90.51428571428572,219.9,9.5,5.8,24.7,4.700000000000003,15.25,10526.600000000004,1,1,0,1,1,1,1,1,1,0,1,0
2015-09-07,25.5,22.5,23.6,96.8,26.2,13.0,1014.0,99.8,23.0,2015,9,7,250,37,0,rainy_season,10.700000000000001,24.757142857142856,91.45714285714287,243.1,13.4,1.0,24.5,3.0,14.0,10540.600000000004,1,1,0,1,1,1,1,1,1,0,1,0
2015-09-08,26.8,22.6,24.1,93.3,30.3,8.6,1012.6,98.5,23.0,2015,9,8,251,37,1,rainy_season,14.314285714285715,24.67142857142857,91.94285714285714,264.09999999999997,26.2,5.0,23.6,4.199999999999999,14.700000000000003,10555.300000000005,1,1,0,1,1,1,1,1,1,0,1,0
2015-09-09,30.1,23.1,25.3,88.5,4.6,10.8,1012.7,95.3,23.2,2015,9,9,252,37,2,rainy_season,14.042857142857143,24.771428571428572,91.37142857142855,266.7,30.3,6.5,24.1,7.0,16.6,10571.900000000005,1,0,0,1,1,1,1,1,1,0,1,0
2015-09-10,29.6,22.5,25.1,91.2,16.8,7.2,1012.3,97.8,23.5,2015,9,10,253,37,3,rainy_season,14.985714285714286,24.757142857142856,91.74285714285715,281.5,4.6,10.2,25.3,7.100000000000001,16.05,10587.950000000004,1,1,0,1,1,1,1,1,1,0,1,0
2015-09-11,33.0,23.2,26.0,89.8,9.2,14.8,1012.1,89.3,24.1,2015,9,11,254,37,4,rainy_season,15.714285714285714,24.757142857142856,92.08571428571427,276.8,16.8,4.1,25.1,9.8,18.1,10606.050000000005,1,0,0,1,1,1,1,1,1,1,0,0
2015-09-12,29.7,23.7,26.1,86.8,1.6,11.5,1011.6,76.9,23.6,2015,9,12,255,37,5,rainy_season,14.585714285714287,24.95714285714286,91.34285714285714,274.70000000000005,9.2,9.5,26.0,6.0,16.7,10622.750000000005,1,0,0,1,1,1,1,1,1,1,0,0
2015-09-13,27.9,23.8,25.4,90.1,7.8,11.2,1012.8,87.2,23.7,2015,9,13,256,37,6,rainy_season,13.785714285714286,25.085714285714285,90.92857142857143,277.9,1.6,13.4,26.1,4.099999999999998,15.850000000000001,10638.600000000006,1,0,0,1,1,1,1,1,1,1,0,0
2015-09-14,26.5,23.7,24.5,96.3,18.6,9.0,1013.8,97.9,23.8,2015,9,14,257,38,0,rainy_season,12.700000000000001,25.214285714285715,90.85714285714286,290.5,7.8,26.2,25.4,2.8000000000000007,15.100000000000001,10653.700000000006,1,1,0,1,1,1,1,1,1,0,1,0
2015-09-15,29.8,22.4,25.0,92.3,46.0,11.2,1013.7,96.1,23.6,2015,9,15,258,38,1,rainy_season,14.942857142857141,25.342857142857138,90.71428571428571,333.5,18.6,30.3,24.5,7.400000000000002,16.1,10669.800000000007,1,1,0,1,1,1,1,1,1,0,1,0
2015-09-16,29.1,22.9,24.6,92.7,1.0,8.7,1013.2,93.8,23.3,2015,9,16,259,38,2,rainy_season,14.428571428571429,25.242857142857144,91.31428571428572,327.5,46.0,4.6,25.0,6.200000000000003,16.0,10685.800000000007,0,0,0,1,1,1,1,1,1,0,1,0
2015-09-17,26.2,23.0,24.5,95.3,22.0,7.8,1012.2,84.9,23.7,2015,9,17,260,38,3,rainy_season,15.171428571428569,25.157142857142862,91.89999999999999,347.8,1.0,16.8,24.6,3.1999999999999993,14.600000000000001,10700.400000000007,1,1,0,1,1,1,1,1,1,1,0,0
2015-09-18,28.2,22.6,25.0,92.3,3.0,11.5,1012.4,86.7,23.6,2015,9,18,261,38,4,rainy_season,14.285714285714286,25.014285714285716,92.25714285714287,345.8,22.0,9.2,24.5,5.599999999999998,15.399999999999999,10715.800000000007,1,0,0,1,1,1,1,1,1,1,0,0
2015-09-19,29.9,23.1,25.5,92.0,6.0,9.4,1013.9,90.9,24.0,2015,9,19,262,38,5,rainy_season,14.914285714285715,24.928571428571427,93.0,347.7,3.0,1.6,25.0,6.799999999999997,16.5,10732.300000000007,1,0,0,1,1,1,1,1,1,0,1,0
2015-09-20,30.0,23.5,25.7,90.7,1.0,16.6,1014.2,94.3,24.0,2015,9,20,263,38,6,rainy_season,13.942857142857141,24.97142857142857,93.08571428571429,345.3,6.0,7.8,25.5,6.5,16.75,10749.050000000007,0,0,0,1,1,1,1,1,1,0,1,0
2015-09-21,30.2,22.3,25.5,89.9,1.0,20.5,1013.7,90.6,23.7,2015,9,21,264,39,0,rainy_season,11.428571428571429,25.114285714285717,92.17142857142858,293.3,1.0,18.6,25.7,7.899999999999999,16.25,10765.300000000007,0,0,0,1,1,1,1,1,1,0,1,0
2015-09-22,30.4,23.4,26.0,88.9,4.4,20.8,1013.1,85.1,23.9,2015,9,22,265,39,1,rainy_season,5.485714285714286,25.25714285714286,91.6857142857143,289.5,1.0,46.0,25.5,7.0,16.9,10782.200000000006,1,0,0,1,1,1,1,1,1,1,0,0
2015-09-23,30.1,22.4,25.9,87.4,2.5,11.5,1012.7,91.4,23.5,2015,9,23,266,39,2,rainy_season,5.7,25.442857142857143,90.92857142857143,289.09999999999997,4.4,1.0,26.0,7.700000000000003,16.25,10798.450000000006,1,0,0,1,1,1,1,1,1,0,1,0
2015-09-24,30.0,23.1,24.9,93.4,19.7,13.3,1012.8,97.1,23.7,2015,9,24,267,39,3,rainy_season,5.371428571428572,25.5,90.65714285714286,305.8,2.5,22.0,25.9,6.899999999999999,16.55,10815.000000000005,1,1,0,1,1,1,1,1,1,0,1,0
2015-09-25,28.3,22.7,24.7,93.8,3.0,12.9,1013.5,93.8,23.6,2015,9,25,268,39,4,rainy_season,5.371428571428572,25.457142857142856,90.87142857142858,308.0,19.7,3.0,24.9,5.600000000000001,15.5,10830.500000000005,1,0,0,1,1,1,1,1,1,0,1,0
2015-09-26,32.9,23.1,26.5,86.4,8.4,18.4,1012.2,85.1,23.9,2015,9,26,269,39,5,rainy_season,5.714285714285714,25.599999999999998,90.07142857142857,306.1,3.0,6.0,24.7,9.799999999999997,18.0,10848.500000000005,1,0,0,1,1,1,1,1,1,1,0,0
2015-09-27,28.5,22.9,25.2,92.1,10.5,7.9,1010.9,88.0,23.8,2015,9,27,270,39,6,rainy_season,7.071428571428571,25.52857142857143,90.27142857142859,302.1,8.4,1.0,26.5,5.600000000000001,15.7,10864.200000000006,1,1,0,1,1,1,1,1,1,1,0,0
2015-09-28,28.1,22.7,25.0,92.2,10.4,9.0,1011.2,88.5,23.6,2015,9,28,271,40,0,rainy_season,8.414285714285715,25.457142857142856,90.6,309.5,10.5,1.0,25.2,5.400000000000002,15.399999999999999,10879.600000000006,1,1,0,1,1,1,1,1,1,1,0,0
2015-09-29,27.0,22.8,24.6,94.4,4.9,11.5,1011.6,99.4,23.6,2015,9,29,272,40,1,rainy_season,8.485714285714286,25.25714285714286,91.38571428571429,308.6,10.4,4.4,25.0,4.199999999999999,14.899999999999999,10894.500000000005,1,0,0,1,1,1,1,1,1,0,1,0
2015-09-30,27.7,23.0,24.6,93.2,15.1,7.9,1011.7,93.4,23.4,2015,9,30,273,40,2,rainy_season,10.285714285714286,25.071428571428573,92.21428571428571,322.7,4.9,2.5,24.6,4.699999999999999,15.350000000000001,10909.850000000006,1,1,0,1,1,1,1,1,1,0,1,0
2015-10-01,31.0,23.0,26.4,86.4,2.7,12.2,1010.9,89.1,23.9,2015,10,1,274,40,3,rainy_season,7.857142857142857,25.285714285714285,91.21428571428571,320.40000000000003,15.1,19.7,24.6,8.0,17.0,10926.850000000006,1,0,0,1,1,1,1,1,1,1,0,0
2015-10-02,29.9,23.5,25.8,90.5,3.0,9.7,1010.6,91.5,24.1,2015,10,2,275,40,4,rainy_season,7.857142857142857,25.442857142857143,90.74285714285713,316.90000000000003,2.7,3.0,26.4,6.399999999999999,16.7,10943.550000000007,1,0,0,1,1,1,1,1,1,0,1,0
2015-10-03,32.0,22.5,25.3,90.9,15.8,13.0,1011.9,75.7,23.6,2015,10,3,276,40,5,rainy_season,8.914285714285715,25.271428571428572,91.38571428571429,322.5,3.0,8.4,25.8,9.5,17.25,10960.800000000007,1,1,0,1,1,1,1,1,1,1,0,0
2015-10-04,30.2,22.6,25.8,88.4,4.0,7.2,1013.0,83.6,23.6,2015,10,4,277,40,6,rainy_season,7.985714285714287,25.357142857142858,90.85714285714286,322.4,15.8,10.5,25.3,7.599999999999998,16.4,10977.200000000006,1,0,0,1,1,1,1,1,1,1,0,0
2015-10-05,31.0,23.8,26.4,90.7,7.9,11.5,1013.2,88.8,24.7,2015,10,5,278,41,0,rainy_season,7.628571428571428,25.557142857142857,90.64285714285714,320.8,4.0,10.4,25.8,7.199999999999999,17.4,10994.600000000006,1,0,0,1,1,1,1,1,1,1,0,0
2015-10-06,30.3,23.0,25.6,90.1,15.4,9.4,1012.8,95.5,23.7,2015,10,6,279,41,1,rainy_season,9.128571428571428,25.7,90.02857142857142,322.8,7.9,4.9,26.4,7.300000000000001,16.65,11011.250000000005,1,1,0,1,1,1,1,1,1,0,1,0
2015-10-07,27.8,23.4,25.1,91.4,4.5,8.3,1013.0,98.5,23.6,2015,10,7,280,41,2,rainy_season,7.614285714285714,25.771428571428572,89.77142857142859,301.1,15.4,15.1,25.6,4.400000000000002,15.600000000000001,11026.850000000006,1,0,0,1,1,1,1,1,1,0,1,0
2015-10-08,31.0,22.7,25.6,89.4,13.5,10.4,1013.1,75.4,23.6,2015,10,8,281,41,3,rainy_season,9.157142857142857,25.657142857142855,90.20000000000002,284.3,4.5,2.7,25.1,8.3,16.85,11043.700000000006,1,1,0,1,1,1,1,1,1,1,0,0
2015-10-09,29.0,22.5,25.1,91.8,19.1,9.7,1013.0,85.0,23.6,2015,10,9,282,41,4,rainy_season,11.457142857142857,25.557142857142857,90.38571428571429,298.8,13.5,3.0,25.6,6.5,15.75,11059.450000000006,1,1,0,1,1,1,1,1,1,1,0,0
2015-10-10,33.0,22.0,25.8,87.1,6.2,18.4,1012.7,71.4,23.3,2015,10,10,283,41,5,rainy_season,10.085714285714287,25.62857142857143,89.84285714285714,288.2,19.1,15.8,25.1,11.0,17.5,11076.950000000006,1,0,0,1,1,1,1,1,1,1,0,0
2015-10-11,29.8,23.0,25.4,90.6,7.0,18.4,1013.3,84.3,23.7,2015,10,11,284,41,6,rainy_season,10.514285714285716,25.571428571428573,90.15714285714286,286.0,6.2,4.0,25.8,6.800000000000001,16.4,11093.350000000006,1,0,0,1,1,1,1,1,1,1,0,0
2015-10-12,32.2,22.0,26.8,85.7,6.2,20.5,1012.9,74.3,23.9,2015,10,12,285,42,0,rainy_season,10.271428571428572,25.62857142857143,89.44285714285715,290.59999999999997,7.0,7.9,25.4,10.200000000000003,17.1,11110.450000000006,1,0,0,1,1,1,1,1,1,1,0,0
2015-10-13,32.1,22.9,26.3,88.9,13.3,7.2,1012.5,79.9,24.2,2015,10,13,286,42,1,rainy_season,9.971428571428572,25.72857142857143,89.27142857142859,296.1,6.2,15.4,26.8,9.200000000000003,17.5,11127.950000000006,1,1,0,1,1,1,1,1,1,1,0,0
2015-10-14,31.1,23.0,25.9,91.8,3.8,9.4,1011.5,98.2,24.4,2015,10,14,287,42,2,rainy_season,9.871428571428572,25.842857142857138,89.32857142857142,281.3,13.3,4.5,26.3,8.100000000000001,17.05,11145.000000000005,1,0,0,1,1,1,1,1,1,0,1,0
2015-10-15,30.4,23.7,26.1,90.5,8.2,9.4,1011.5,96.3,24.4,2015,10,15,288,42,3,rainy_season,9.114285714285714,25.914285714285715,89.48571428571428,243.5,3.8,13.5,25.9,6.699999999999999,17.049999999999997,11162.050000000005,1,0,0,1,1,1,1,1,1,0,1,0
2015-10-16,29.0,24.4,26.3,89.6,11.9,10.4,1011.5,93.9,24.4,2015,10,16,289,42,4,rainy_season,8.085714285714285,26.085714285714285,89.17142857142858,254.4,8.2,19.1,26.1,4.600000000000001,16.7,11178.750000000005,1,1,0,1,1,1,1,1,1,0,1,0
2015-10-17,29.3,23.7,25.6,90.2,11.5,9.0,1012.1,98.8,23.8,2015,10,17,290,42,5,rainy_season,8.842857142857143,26.057142857142857,89.61428571428571,243.9,11.9,6.2,26.3,5.600000000000001,16.5,11195.250000000005,1,1,0,1,1,1,1,1,1,0,1,0
2015-10-18,31.5,23.2,26.0,91.5,14.9,8.3,1013.0,92.6,24.4,2015,10,18,291,42,6,rainy_season,9.971428571428572,26.142857142857142,89.74285714285713,255.8,11.5,7.0,25.6,8.3,17.35,11212.600000000006,1,1,0,1,1,1,1,1,1,0,1,0
2015-10-19,29.1,23.9,25.7,93.2,23.4,10.1,1012.9,90.8,24.5,2015,10,19,292,43,0,rainy_season,12.428571428571429,25.985714285714288,90.81428571428572,273.2,14.9,6.2,26.0,5.200000000000003,16.5,11229.100000000006,1,1,0,1,1,1,1,1,1,0,1,0
2015-10-20,28.0,22.7,24.8,95.2,52.4,6.8,1012.4,95.9,24.0,2015,10,20,293,43,1,rainy_season,18.014285714285712,25.771428571428572,91.71428571428571,324.6,23.4,13.3,25.7,5.300000000000001,15.350000000000001,11244.450000000006,1,1,0,1,1,1,1,1,1,0,1,0
2015-10-21,31.9,23.8,26.1,90.4,5.6,10.4,1011.8,94.9,24.3,2015,10,21,294,43,2,rainy_season,18.27142857142857,25.8,91.51428571428572,329.2,52.4,3.8,24.8,8.099999999999998,17.85,11262.300000000007,1,0,0,1,1,1,1,1,1,0,1,0
2015-10-22,29.6,22.9,25.3,90.8,15.6,14.8,1012.5,97.3,23.6,2015,10,22,295,43,3,rainy_season,19.32857142857143,25.685714285714287,91.55714285714285,340.40000000000003,5.6,8.2,26.1,6.700000000000003,16.25,11278.550000000007,1,1,0,1,1,1,1,1,1,0,1,0
2015-10-23,29.9,23.7,25.7,91.3,10.0,13.0,1012.4,77.9,24.1,2015,10,23,296,43,4,rainy_season,19.057142857142857,25.6,91.79999999999998,347.90000000000003,15.6,11.9,25.3,6.199999999999999,16.799999999999997,11295.350000000006,1,0,0,1,1,1,1,1,1,1,0,0
2015-10-24,32.0,23.4,26.1,90.3,10.8,7.9,1012.3,72.0,24.3,2015,10,24,297,43,5,rainy_season,18.957142857142856,25.67142857142857,91.81428571428572,339.0,10.0,11.5,25.7,8.600000000000001,17.7,11313.050000000007,1,1,0,1,1,1,1,1,1,1,0,0
2015-10-25,31.8,23.4,26.2,89.3,7.1,8.6,1012.7,87.0,24.2,2015,10,25,298,43,6,rainy_season,17.84285714285714,25.699999999999996,91.5,343.09999999999997,10.8,14.9,26.1,8.400000000000002,17.6,11330.650000000007,1,0,0,1,1,1,1,1,1,1,0,0
2015-10-26,30.8,23.3,25.8,92.5,13.0,7.9,1012.2,93.7,24.5,2015,10,26,299,44,0,rainy_season,16.357142857142858,25.714285714285715,91.39999999999999,347.7,7.1,23.4,26.2,7.5,17.05,11347.700000000006,1,1,0,1,1,1,1,1,1,0,1,0
2015-10-27,27.0,23.6,25.0,96.5,23.4,7.6,1012.3,100.0,24.4,2015,10,27,300,44,1,rainy_season,12.214285714285714,25.74285714285714,91.58571428571427,360.6,13.0,52.4,25.8,3.3999999999999986,15.3,11363.000000000005,1,1,0,1,1,1,1,1,1,0,1,0
2015-10-28,31.0,23.8,25.6,91.7,4.7,9.4,1011.6,99.0,24.0,2015,10,28,301,44,2,rainy_season,12.085714285714287,25.67142857142857,91.77142857142857,354.90000000000003,23.4,5.6,25.0,7.199999999999999,17.4,11380.400000000005,1,0,0,1,1,1,1,1,1,0,1,0
2015-10-29,27.2,23.5,24.7,93.4,7.7,9.0,1013.1,99.0,23.6,2015,10,29,302,44,3,rainy_season,10.957142857142857,25.585714285714285,92.14285714285714,357.7,4.7,15.6,25.6,3.6999999999999993,15.350000000000001,11395.750000000005,1,0,0,1,1,1,1,1,1,0,1,0
2015-10-30,30.3,23.3,25.5,90.6,9.3,7.9,1010.6,90.3,23.7,2015,10,30,303,44,4,rainy_season,10.857142857142858,25.557142857142857,92.04285714285716,351.90000000000003,7.7,10.0,24.7,7.0,16.8,11412.550000000005,1,0,0,1,1,1,1,1,1,0,1,0
2015-10-31,29.6,22.5,25.5,91.4,22.3,7.9,1011.0,93.0,23.9,2015,10,31,304,44,5,rainy_season,12.5,25.47142857142857,92.2,371.5,9.3,10.8,25.5,7.100000000000001,16.05,11428.600000000004,1,1,0,1,1,1,1,1,1,0,1,0
2015-11-01,29.6,22.9,25.0,93.3,30.4,11.2,1011.8,98.5,23.7,2015,11,1,305,44,6,dry_season,15.828571428571431,25.300000000000004,92.77142857142859,398.9,22.3,7.1,25.5,6.700000000000003,16.25,11444.850000000004,1,1,0,1,1,1,1,1,1,0,1,0
2015-11-02,29.0,22.3,24.6,95.0,22.9,9.4,1012.2,97.8,23.6,2015,11,2,306,45,0,dry_season,17.242857142857144,25.12857142857143,93.12857142857145,406.0,30.4,13.0,25.0,6.699999999999999,15.649999999999999,11460.500000000004,1,1,0,1,1,1,1,1,1,0,1,0
2015-11-03,32.0,22.6,26.0,89.5,1.6,16.4,1011.8,85.4,23.9,2015,11,3,307,45,1,dry_season,14.128571428571428,25.271428571428572,92.12857142857145,403.6,22.9,23.4,24.6,9.399999999999999,17.3,11477.800000000003,1,0,0,1,1,1,1,1,1,1,0,0
2015-11-04,31.1,22.5,25.7,91.5,9.6,10.1,1011.5,70.8,24.1,2015,11,4,308,45,2,dry_season,14.828571428571427,25.285714285714285,92.10000000000001,405.3,1.6,4.7,26.0,8.600000000000001,16.8,11494.600000000002,1,0,0,1,1,1,1,1,1,1,0,0
2015-11-05,27.0,23.3,24.8,93.9,6.4,6.8,1012.4,96.2,23.7,2015,11,5,309,45,3,dry_season,14.64285714285714,25.3,92.17142857142858,396.3,9.6,7.7,25.7,3.6999999999999993,15.149999999999999,11509.750000000002,1,0,0,1,1,1,1,1,1,0,1,0
2015-11-06,31.1,22.9,26.1,83.9,0.7,8.3,1011.7,67.7,22.9,2015,11,6,310,45,4,dry_season,13.414285714285713,25.385714285714283,91.21428571428571,392.5,6.4,9.3,24.8,8.200000000000003,17.0,11526.750000000002,0,0,0,1,0,0,0,0,1,1,0,0
2015-11-07,31.0,22.3,25.7,89.9,12.8,9.0,1011.5,68.7,23.7,2015,11,7,311,45,5,dry_season,12.057142857142855,25.414285714285715,91.0,391.8,0.7,22.3,26.1,8.7,16.65,11543.400000000001,1,1,0,1,1,0,0,0,1,1,0,0
2015-11-08,30.3,22.3,25.2,92.3,18.9,11.5,1013.0,80.9,23.8,2015,11,8,312,45,6,dry_season,10.414285714285715,25.442857142857143,90.85714285714288,391.59999999999997,12.8,30.4,25.7,8.0,16.3,11559.7,1,1,0,1,1,1,1,1,1,1,0,0
2015-11-09,28.8,22.8,25.4,90.1,5.9,6.5,1013.6,98.4,23.6,2015,11,9,313,46,0,dry_season,7.985714285714286,25.557142857142857,90.15714285714284,391.3,18.9,22.9,25.2,6.0,15.8,11575.5,1,0,0,1,1,1,1,1,1,0,1,0
2015-11-10,28.4,22.8,25.2,93.7,22.2,7.6,1013.0,91.1,24.1,2015,11,10,314,46,1,dry_season,10.928571428571429,25.442857142857143,90.75714285714285,406.5,5.9,1.6,25.4,5.599999999999998,15.600000000000001,11591.1,1,1,0,1,1,1,1,1,1,0,1,0
2015-11-11,31.9,22.9,26.1,88.7,4.9,5.8,1011.3,88.3,23.9,2015,11,11,315,46,2,dry_season,10.257142857142858,25.5,90.35714285714286,405.2,22.2,9.6,25.2,9.0,17.4,11608.5,1,0,0,1,1,1,1,1,1,1,0,0
2015-11-12,30.8,23.1,26.2,88.0,4.0,8.3,1010.3,65.9,23.9,2015,11,12,316,46,3,dry_season,9.914285714285715,25.7,89.51428571428572,395.9,4.9,6.4,26.1,7.699999999999999,16.950000000000003,11625.45,1,0,0,1,1,0,0,0,1,1,0,0
2015-11-13,31.3,23.0,26.9,86.2,1.6,10.8,1011.4,66.6,24.2,2015,11,13,317,46,4,dry_season,10.042857142857143,25.814285714285713,89.84285714285714,393.7,4.0,0.7,26.2,8.3,17.15,11642.6,1,0,0,1,1,0,0,0,1,1,0,0
2015-11-14,32.2,23.8,26.7,86.1,1.9,9.7,1012.0,99.8,23.9,2015,11,14,318,46,5,dry_season,8.485714285714286,25.957142857142856,89.3,387.4,1.6,12.8,26.9,8.400000000000002,18.0,11660.6,1,0,0,1,1,1,1,1,1,0,1,0
2015-11-15,31.9,23.8,26.6,85.7,4.4,8.6,1012.0,86.5,23.8,2015,11,15,319,46,6,dry_season,6.4142857142857155,26.157142857142855,88.35714285714286,379.90000000000003,1.9,18.9,26.7,8.099999999999998,17.85,11678.45,1,0,0,1,1,1,1,1,1,1,0,0
2015-11-16,32.1,23.0,26.6,83.9,0.9,8.3,1010.6,57.2,23.4,2015,11,16,320,47,0,dry_season,5.700000000000001,26.328571428571426,87.47142857142858,369.3,4.4,5.9,26.6,9.100000000000001,17.55,11696.0,0,0,0,1,0,0,0,0,1,1,0,0
2015-11-17,31.5,23.8,26.7,87.1,1.6,8.6,1010.2,53.2,24.2,2015,11,17,321,47,1,dry_season,2.757142857142857,26.542857142857144,86.52857142857144,356.0,0.9,22.2,26.6,7.699999999999999,17.65,11713.65,1,0,0,1,1,0,0,0,1,1,0,0
2015-11-18,32.8,23.5,27.6,81.9,0.2,8.3,1009.3,65.4,23.8,2015,11,18,322,47,2,dry_season,2.085714285714286,26.75714285714286,85.55714285714285,332.8,1.6,4.9,26.7,9.299999999999997,18.15,11731.8,0,0,0,1,0,0,0,0,1,1,0,0
2015-11-19,31.7,23.5,27.1,85.4,2.9,8.3,1009.8,73.3,24.2,2015,11,19,323,47,3,dry_season,1.9285714285714286,26.885714285714283,85.1857142857143,283.29999999999995,0.2,4.0,27.6,8.2,17.6,11749.4,1,0,0,1,1,1,1,0,1,1,0,0
2015-11-20,30.1,24.2,26.7,86.9,1.2,9.4,1010.7,85.9,24.2,2015,11,20,324,47,4,dry_season,1.8714285714285717,26.85714285714286,85.28571428571429,278.90000000000003,2.9,1.6,27.1,5.900000000000002,17.15,11766.55,1,0,0,1,1,1,1,0,1,1,0,0
2015-11-21,33.4,23.0,27.3,83.4,1.6,7.6,1009.1,74.3,23.9,2015,11,21,325,47,5,dry_season,1.8285714285714287,26.942857142857143,84.9,264.9,1.2,1.9,26.7,10.399999999999999,18.2,11784.75,1,0,1,1,0,1,1,0,1,1,0,0
2015-11-22,33.0,23.9,27.1,85.9,2.1,9.4,1008.6,66.2,24.3,2015,11,22,326,47,6,dry_season,1.5,27.014285714285716,84.92857142857143,257.0,1.6,4.4,27.3,9.100000000000001,18.45,11803.2,1,0,0,1,1,0,0,0,1,1,0,0
2015-11-23,34.0,23.1,27.3,84.1,1.0,11.2,1009.5,77.0,24.1,2015,11,23,327,48,0,dry_season,1.5142857142857142,27.114285714285717,84.95714285714287,247.20000000000002,2.1,0.9,27.1,10.899999999999999,18.55,11821.75,0,0,1,1,0,1,1,0,1,1,0,0
2015-11-24,31.1,24.4,26.6,87.3,6.8,10.1,1011.9,93.3,24.2,2015,11,24,328,48,1,dry_season,2.257142857142857,27.099999999999998,84.9857142857143,246.9,1.0,1.6,27.3,6.700000000000003,17.75,11839.5,1,0,0,1,1,1,1,0,1,0,1,0
2015-11-25,32.5,22.6,26.9,84.8,4.0,9.4,1010.6,57.8,23.8,2015,11,25,329,48,2,dry_season,2.8000000000000003,27.0,85.4,237.9,6.8,0.2,26.6,9.899999999999999,17.55,11857.05,1,0,0,1,0,0,0,0,1,1,0,0
2015-11-26,35.0,22.8,27.7,83.4,1.0,14.8,1009.5,61.1,24.3,2015,11,26,330,48,3,dry_season,2.5285714285714285,27.08571428571429,85.11428571428571,215.5,4.0,2.9,26.9,12.2,18.9,11875.949999999999,0,0,1,1,0,0,0,0,1,1,0,0
2015-11-27,34.2,23.7,27.3,86.2,2.2,10.1,1010.2,60.0,24.5,2015,11,27,331,48,4,dry_season,2.6714285714285713,27.17142857142857,85.01428571428572,213.0,1.0,1.2,27.7,10.500000000000004,18.950000000000003,11894.9,1,0,1,1,1,0,0,0,1,1,0,0
2015-11-28,33.9,22.0,27.5,84.1,1.0,10.8,1011.0,29.8,24.2,2015,11,28,332,48,5,dry_season,2.585714285714286,27.2,85.11428571428571,206.3,2.2,1.6,27.3,11.899999999999999,17.95,11912.85,0,0,1,1,0,0,0,0,1,1,0,0
2015-11-29,32.1,23.6,27.3,86.7,0.9,7.6,1012.1,40.4,24.7,2015,11,29,333,48,6,dry_season,2.414285714285714,27.22857142857143,85.22857142857143,197.89999999999998,1.0,2.1,27.5,8.5,17.85,11930.7,0,0,0,1,1,0,0,0,1,1,0,0
