datetime,tempmax,tempmin,temp_avg,humidity,rainfall,wind_speed,pressure,cloudcover,dew,conditions
2016-11-21,30.0,23.3,25.5,91.3,6.0,20.5,1009.8,75.9,23.9,"Rain, Partially cloudy"
2016-11-22,34.2,21.8,27.2,83.0,0.1,11.2,1009.9,67.5,23.7,"Rain, Partially cloudy"
2016-11-23,34.0,24.0,28.0,83.4,0.0,13.0,1011.0,78.4,24.7,Partially cloudy
2016-11-24,33.0,23.5,27.5,86.1,0.1,11.2,1011.1,72.4,24.7,"Rain, Partially cloudy"
2016-11-25,34.0,23.9,27.8,85.5,0.7,11.2,1009.5,75.0,24.9,"Rain, Partially cloudy"
2016-11-26,34.0,23.7,27.9,85.5,0.2,18.4,1008.8,67.1,25.0,"Rain, Partially cloudy"
2016-11-27,33.3,24.0,27.2,86.2,0.5,11.2,1008.6,58.7,24.5,"Rain, Partially cloudy"
2016-11-28,31.1,23.9,26.5,88.4,1.7,14.8,1009.4,65.4,24.3,"Rain, Partially cloudy"
2016-11-29,33.0,22.0,26.7,86.4,2.0,9.4,1010.2,76.1,24.0,"Rain, Partially cloudy"
2016-11-30,35.0,23.2,27.4,85.9,1.5,14.8,1011.6,64.2,24.6,"Rain, Partially cloudy"
2016-12-01,35.0,23.7,28.3,84.5,0.4,18.4,1011.5,67.6,25.2,"Rain, Partially cloudy"
2016-12-02,34.1,24.0,28.1,83.2,0.1,14.8,1010.5,68.8,24.6,"Rain, Partially cloudy"
2016-12-03,31.1,23.9,27.2,86.2,0.0,13.0,1009.8,74.5,24.5,Partially cloudy
2016-12-04,33.0,24.7,27.6,82.1,0.1,10.8,1010.6,75.8,23.9,"Rain, Partially cloudy"
2016-12-05,32.0,23.6,27.1,87.5,0.1,7.6,1011.3,69.4,24.7,"Rain, Partially cloudy"
2016-12-06,34.0,22.8,27.4,83.7,0.2,11.2,1011.0,70.2,24.0,"Rain, Partially cloudy"
2016-12-07,34.0,23.7,28.1,81.9,0.3,14.8,1010.4,77.4,24.3,"Rain, Partially cloudy"
2016-12-08,31.8,22.8,26.0,87.3,26.0,11.2,1011.3,63.1,23.6,"Rain, Partially cloudy"
2016-12-09,34.0,22.4,26.5,88.1,0.0,14.8,1010.7,77.6,24.1,Partially cloudy
2016-12-10,31.0,24.2,26.6,86.2,0.0,11.2,1010.3,80.4,23.8,Partially cloudy
2016-12-11,31.0,22.6,25.3,88.7,1.4,11.5,1009.5,75.0,23.1,"Rain, Partially cloudy"
2016-12-12,31.0,21.0,26.7,86.8,1.1,14.8,1009.9,69.4,24.2,"Rain, Partially cloudy"
2016-12-13,33.6,22.0,26.8,85.6,0.5,11.2,1009.8,57.3,23.8,"Rain, Partially cloudy"
2016-12-14,32.9,22.6,27.2,85.6,0.6,9.4,1010.0,40.9,24.3,"Rain, Partially cloudy"
2016-12-15,32.0,23.4,26.8,86.6,0.9,9.4,1010.9,62.4,24.2,"Rain, Partially cloudy"
2016-12-16,32.6,23.0,27.3,85.3,0.1,13.0,1011.8,54.5,24.4,"Rain, Partially cloudy"
2016-12-17,33.0,23.9,27.2,85.9,0.0,14.8,1009.4,67.2,24.4,Partially cloudy
2016-12-18,33.9,23.9,28.1,81.6,0.0,11.2,1009.0,55.2,24.3,Partially cloudy
2016-12-19,34.0,23.5,27.6,85.9,0.1,9.4,1009.3,41.6,24.8,"Rain, Partially cloudy"
2016-12-20,34.6,24.2,28.3,81.0,0.1,11.2,1008.7,61.5,24.3,"Rain, Partially cloudy"
2016-12-21,34.2,23.2,27.9,83.1,0.0,11.5,1007.1,64.5,24.2,Partially cloudy
2016-12-22,34.0,24.0,28.1,82.6,0.0,16.6,1007.8,65.7,24.5,Partially cloudy
2016-12-23,34.0,23.0,27.7,82.4,0.0,13.0,1007.7,44.5,23.9,Partially cloudy
2016-12-24,33.0,23.7,27.9,82.0,0.8,11.2,1008.6,77.1,24.2,"Rain, Partially cloudy"
2016-12-25,34.0,21.6,27.2,77.2,0.0,16.9,1008.8,63.7,21.8,Partially cloudy
2016-12-26,30.0,19.0,25.2,68.6,0.0,14.1,1009.7,39.3,17.5,Partially cloudy
2016-12-27,31.1,20.0,25.4,69.6,0.0,16.6,1010.6,35.5,18.3,Partially cloudy
2016-12-28,33.0,20.7,26.3,73.1,0.0,16.6,1010.5,21.6,20.5,Partially cloudy
2016-12-29,32.0,19.7,25.6,72.0,0.0,14.8,1010.6,29.1,19.0,Partially cloudy
2016-12-30,34.0,20.0,26.2,72.1,0.0,14.8,1010.9,22.4,19.5,Partially cloudy
2016-12-31,33.0,19.1,26.3,72.7,0.0,16.1,1010.6,18.2,19.9,Clear
2017-01-01,34.3,21.8,27.1,73.9,0.0,24.1,1009.9,44.9,21.0,Partially cloudy
2017-01-02,34.2,17.9,25.1,66.3,0.0,13.0,1010.4,44.9,16.5,Partially cloudy
2017-01-03,34.0,17.9,25.9,69.2,0.0,11.2,1010.6,21.2,18.2,Partially cloudy
2017-01-04,35.5,18.8,26.4,70.0,0.0,11.2,1009.7,18.4,18.8,Clear
2017-01-05,33.8,19.0,26.5,73.8,0.0,42.9,1008.9,26.9,20.2,Partially cloudy
2017-01-06,35.1,21.0,27.1,78.4,0.0,12.2,1009.5,39.9,22.3,Partially cloudy
2017-01-07,35.0,22.0,27.8,78.6,0.0,13.7,1010.7,37.5,23.3,Partially cloudy
2017-01-08,34.3,24.3,27.8,82.5,0.1,14.8,1010.6,48.1,24.2,"Rain, Partially cloudy"
2017-01-09,35.6,22.2,27.7,71.8,0.0,10.4,1009.1,30.3,20.7,Partially cloudy
2017-01-10,34.0,19.0,27.0,78.3,0.2,11.2,1008.5,49.4,22.3,"Rain, Partially cloudy"
2017-01-11,36.0,21.0,28.3,77.0,0.0,74.2,1009.0,56.0,23.2,Partially cloudy
2017-01-12,32.4,22.9,26.8,84.3,0.9,13.3,1010.7,66.6,23.7,"Rain, Partially cloudy"
2017-01-13,33.0,22.2,27.7,79.3,0.4,13.0,1010.3,51.0,23.5,"Rain, Partially cloudy"
2017-01-14,33.9,23.6,27.8,79.1,0.8,9.0,1008.3,58.2,23.5,"Rain, Partially cloudy"
2017-01-15,33.4,23.0,27.5,78.2,0.7,11.2,1008.3,63.3,22.9,"Rain, Partially cloudy"
2017-01-16,34.6,23.8,28.1,78.8,0.2,12.6,1008.5,79.6,23.6,"Rain, Partially cloudy"
2017-01-17,33.3,24.9,28.0,81.5,2.0,12.2,1008.5,70.4,24.3,"Rain, Partially cloudy"
2017-01-18,33.4,24.9,28.0,82.5,1.8,11.9,1009.7,90.0,24.6,"Rain, Partially cloudy"
2017-01-19,34.8,24.9,28.7,79.4,1.2,11.2,1010.3,85.8,24.3,"Rain, Partially cloudy"
2017-01-20,36.0,23.7,29.1,77.2,0.0,16.6,1009.2,84.7,24.0,Partially cloudy
2017-01-21,33.9,24.3,28.7,79.7,2.3,14.4,1008.8,49.7,24.4,"Rain, Partially cloudy"
2017-01-22,34.2,25.0,27.5,84.6,11.7,11.5,1009.5,92.1,24.5,"Rain, Overcast"
2017-01-23,30.3,23.7,26.7,85.4,8.5,9.7,1011.0,95.7,24.0,"Rain, Overcast"
2017-01-24,31.5,23.3,25.8,88.5,11.4,9.7,1011.9,88.2,23.6,"Rain, Partially cloudy"
2017-01-25,32.7,22.8,26.8,85.0,3.2,11.9,1011.8,45.3,23.8,"Rain, Partially cloudy"
2017-01-26,31.5,23.6,27.2,86.8,6.0,9.4,1012.1,58.5,24.6,"Rain, Partially cloudy"
2017-01-27,34.0,23.5,27.7,82.6,4.5,10.4,1012.7,89.1,24.1,"Rain, Partially cloudy"
2017-01-28,34.2,24.5,28.4,81.0,0.6,14.8,1012.1,89.6,24.4,"Rain, Partially cloudy"
2017-01-29,33.3,23.6,27.6,82.9,2.0,12.6,1011.7,76.4,24.2,"Rain, Partially cloudy"
2017-01-30,35.1,23.9,28.7,78.8,0.4,13.0,1010.5,44.4,24.1,"Rain, Partially cloudy"
2017-01-31,32.0,24.0,27.3,83.5,3.9,9.4,1010.5,63.1,24.1,"Rain, Partially cloudy"
2017-02-01,35.0,22.0,27.8,78.7,0.2,12.6,1010.6,73.9,23.2,"Rain, Partially cloudy"
2017-02-02,34.1,24.2,28.4,77.0,0.1,12.2,1011.3,78.2,23.5,"Rain, Partially cloudy"
2017-02-03,35.0,23.5,28.5,78.5,0.3,11.9,1010.9,49.1,23.8,"Rain, Partially cloudy"
2017-02-04,35.1,25.0,28.9,76.6,0.0,12.2,1010.3,35.3,23.7,Partially cloudy
2017-02-05,36.2,23.0,28.8,75.1,0.0,12.6,1009.5,17.7,23.1,Clear
2017-02-06,35.4,25.1,29.1,76.1,0.0,14.0,1009.3,72.3,23.7,Partially cloudy
2017-02-07,36.0,24.0,28.8,78.7,0.8,18.4,1008.9,62.1,24.1,"Rain, Partially cloudy"
2017-02-08,34.5,24.8,28.5,79.8,1.6,11.2,1008.5,47.2,24.2,"Rain, Partially cloudy"
2017-02-09,35.0,22.7,28.5,76.8,0.0,24.1,1008.8,61.2,23.4,Partially cloudy
2017-02-10,36.0,24.7,28.9,78.7,0.0,14.8,1008.1,53.8,24.2,Partially cloudy
2017-02-11,36.0,24.0,28.9,78.0,0.1,18.4,1008.4,54.2,24.0,"Rain, Partially cloudy"
2017-02-12,35.7,24.0,29.3,75.1,0.2,13.7,1007.9,39.2,23.7,"Rain, Partially cloudy"
2017-02-13,36.9,24.0,29.5,73.8,0.2,11.2,1008.0,72.7,23.2,"Rain, Partially cloudy"
2017-02-14,38.1,24.2,29.8,63.9,0.0,18.4,1008.5,51.1,19.1,Partially cloudy
2017-02-15,36.3,23.0,29.0,74.1,0.0,20.5,1010.4,53.6,23.1,Partially cloudy
2017-02-16,36.2,24.7,29.6,68.1,0.1,13.0,1011.0,40.6,21.5,"Rain, Partially cloudy"
2017-02-17,36.0,23.0,28.4,64.1,0.0,25.9,1010.8,56.1,17.0,Partially cloudy
2017-02-18,36.3,23.7,28.8,67.3,0.0,14.8,1010.9,71.6,19.9,Partially cloudy
2017-02-19,36.8,23.3,29.3,64.8,0.0,11.5,1011.4,41.4,19.7,Partially cloudy
2017-02-20,36.2,22.0,28.3,70.9,0.0,11.9,1011.2,27.4,21.6,Partially cloudy
2017-02-21,36.4,22.9,29.2,71.6,0.0,14.0,1009.9,52.9,22.5,Partially cloudy
2017-02-22,37.0,23.3,29.3,74.5,0.1,24.1,1009.7,50.9,23.3,"Rain, Partially cloudy"
2017-02-23,36.2,25.7,30.0,71.8,0.1,18.4,1009.4,51.3,23.6,"Rain, Partially cloudy"
2017-02-24,37.0,25.0,30.0,73.5,2.0,15.5,1009.0,63.3,24.0,"Rain, Partially cloudy"
2017-02-25,37.6,25.0,30.4,72.1,0.6,14.8,1009.4,52.1,24.0,"Rain, Partially cloudy"
2017-02-26,34.0,24.8,29.1,78.6,1.7,18.4,1009.0,68.0,24.7,"Rain, Partially cloudy"
2017-02-27,36.0,24.1,28.9,77.2,1.9,27.7,1008.2,71.5,24.1,"Rain, Partially cloudy"
2017-02-28,37.0,23.2,28.9,77.1,0.4,22.3,1008.2,59.0,24.0,"Rain, Partially cloudy"
2017-03-01,34.4,23.0,29.2,76.0,0.3,66.4,1009.3,71.0,24.2,"Rain, Partially cloudy"
2017-03-02,34.5,24.9,29.3,75.6,0.8,18.4,1009.6,68.1,24.1,"Rain, Partially cloudy"
2017-03-03,36.0,23.9,27.6,82.2,17.0,92.5,1008.7,77.5,23.9,"Rain, Partially cloudy"
2017-03-04,34.0,23.0,28.2,78.9,0.2,18.4,1007.3,73.3,23.9,"Rain, Partially cloudy"
2017-03-05,34.4,23.9,27.6,85.1,45.0,25.9,1007.6,57.2,24.6,"Rain, Partially cloudy"
2017-03-06,31.5,24.9,26.9,85.6,0.7,10.8,1009.0,78.3,24.2,"Rain, Partially cloudy"
2017-03-07,36.2,23.0,27.8,80.9,0.7,37.1,1008.5,81.5,23.8,"Rain, Partially cloudy"
2017-03-08,34.0,22.0,27.5,82.3,62.0,14.8,1008.2,77.9,23.8,"Rain, Partially cloudy"
2017-03-09,30.0,25.0,26.8,86.4,0.1,18.4,1008.5,76.2,24.3,"Rain, Partially cloudy"
2017-03-10,32.7,24.3,27.8,82.5,0.4,27.7,1008.2,87.7,24.3,"Rain, Partially cloudy"
2017-03-11,32.0,25.0,27.7,84.2,0.4,18.4,1007.8,89.5,24.6,"Rain, Partially cloudy"
2017-03-12,32.9,23.1,26.5,86.4,4.7,18.4,1008.9,83.8,23.8,"Rain, Partially cloudy"
2017-03-13,33.6,21.9,26.7,83.7,1.1,14.8,1008.7,85.9,23.3,"Rain, Partially cloudy"
2017-03-14,29.1,24.0,25.8,90.6,12.0,9.0,1010.9,91.9,24.1,"Rain, Overcast"
2017-03-15,34.2,23.9,28.2,81.8,0.7,14.8,1010.2,91.0,24.5,"Rain, Overcast"
2017-03-16,35.2,24.2,28.8,80.8,0.4,13.7,1007.9,62.4,24.8,"Rain, Partially cloudy"
2017-03-17,32.2,25.0,27.1,85.6,13.0,16.6,1008.7,72.9,24.3,"Rain, Partially cloudy"
2017-03-18,34.3,23.8,28.2,79.6,0.5,20.5,1008.6,66.9,24.1,"Rain, Partially cloudy"
2017-03-19,33.0,24.0,27.2,85.9,0.1,11.2,1009.4,83.2,24.5,"Rain, Partially cloudy"
2017-03-20,34.0,24.0,28.3,81.5,3.0,10.4,1009.8,88.5,24.6,"Rain, Partially cloudy"
2017-03-21,33.0,25.2,28.4,83.6,0.4,25.9,1009.5,83.8,25.1,"Rain, Partially cloudy"
2017-03-22,26.8,21.0,24.6,91.8,25.0,74.2,1011.0,81.2,23.1,"Rain, Partially cloudy"
2017-03-23,31.0,22.0,26.6,86.1,0.8,14.8,1011.0,83.8,24.0,"Rain, Partially cloudy"
2017-03-24,33.0,21.0,26.9,78.9,4.0,25.9,1010.9,63.3,22.6,"Rain, Partially cloudy"
2017-03-25,34.0,23.2,28.1,80.7,0.0,18.4,1010.4,68.9,24.2,Partially cloudy
2017-03-26,32.0,24.5,27.8,82.9,2.9,11.5,1010.1,77.9,24.5,"Rain, Partially cloudy"
2017-03-27,30.5,23.8,26.8,86.9,7.8,9.7,1010.1,87.3,24.3,"Rain, Partially cloudy"
2017-03-28,33.0,23.5,27.5,85.0,1.2,13.0,1009.5,93.5,24.6,"Rain, Overcast"
2017-03-29,35.0,24.0,28.0,81.6,0.0,11.2,1008.2,85.5,24.2,Partially cloudy
2017-03-30,31.0,25.1,27.4,88.8,3.2,10.1,1009.5,88.0,25.3,"Rain, Partially cloudy"
2017-03-31,29.3,24.7,26.3,90.5,0.6,13.3,1010.6,78.0,24.6,"Rain, Partially cloudy"
2017-04-01,34.0,23.4,27.7,81.7,0.8,22.3,1010.0,85.2,23.9,"Rain, Partially cloudy"
2017-04-02,35.6,23.9,28.4,79.5,1.3,11.2,1009.4,56.0,24.1,"Rain, Partially cloudy"
2017-04-03,31.8,23.0,26.5,84.6,7.0,20.5,1009.6,84.4,23.6,"Rain, Partially cloudy"
2017-04-04,34.0,24.2,28.4,81.0,6.6,18.4,1009.4,69.8,24.6,"Rain, Partially cloudy"
2017-04-05,33.1,24.0,28.0,83.9,4.3,14.8,1009.8,89.2,24.8,"Rain, Partially cloudy"
2017-04-06,29.9,24.7,26.7,81.6,0.2,18.4,1009.4,69.4,23.2,"Rain, Partially cloudy"
2017-04-07,34.0,23.6,28.2,78.3,0.0,18.4,1008.1,77.7,23.7,Partially cloudy
2017-04-08,36.0,23.7,28.5,80.0,4.0,16.6,1007.6,65.2,24.3,"Rain, Partially cloudy"
2017-04-09,30.0,22.2,26.7,87.4,24.0,16.6,1008.9,83.5,24.3,"Rain, Partially cloudy"
2017-04-10,33.0,23.9,27.4,87.0,22.0,22.3,1008.6,80.9,24.9,"Rain, Partially cloudy"
2017-04-11,32.1,22.0,27.3,83.3,1.1,16.6,1008.0,89.6,24.1,"Rain, Partially cloudy"
2017-04-12,34.1,24.8,28.3,82.7,0.4,14.8,1008.5,76.6,24.8,"Rain, Partially cloudy"
2017-04-13,32.0,22.0,26.8,88.8,8.0,22.3,1009.7,87.1,24.6,"Rain, Partially cloudy"
2017-04-14,33.0,22.9,27.3,84.1,63.0,18.4,1009.6,81.1,24.1,"Rain, Partially cloudy"
2017-04-15,32.0,24.0,27.4,87.0,1.0,33.5,1010.3,81.3,24.9,"Rain, Partially cloudy"
2017-04-16,34.0,23.5,28.1,82.7,6.0,14.8,1009.3,77.0,24.6,"Rain, Partially cloudy"
2017-04-17,34.0,24.7,27.5,85.5,0.2,16.6,1009.6,84.7,24.6,"Rain, Partially cloudy"
2017-04-18,32.0,23.9,27.4,84.2,0.3,11.2,1009.4,76.1,24.4,"Rain, Partially cloudy"
2017-04-19,33.0,24.7,27.8,87.5,1.0,16.6,1008.2,76.4,25.4,"Rain, Partially cloudy"
2017-04-20,32.0,24.0,27.3,86.0,5.5,22.3,1008.7,80.2,24.6,"Rain, Partially cloudy"
2017-04-21,32.0,24.3,27.5,86.8,2.4,18.4,1009.5,80.4,24.9,"Rain, Partially cloudy"
2017-04-22,31.0,22.0,26.2,88.4,0.0,13.0,1010.1,69.4,24.0,Partially cloudy
2017-04-23,32.0,23.9,26.9,89.5,0.3,13.0,1010.6,86.2,25.0,"Rain, Partially cloudy"
2017-04-24,32.0,24.7,27.4,88.1,3.8,18.4,1011.0,86.9,25.2,"Rain, Partially cloudy"
2017-04-25,29.3,24.0,26.1,92.6,2.2,13.0,1010.8,83.8,24.7,"Rain, Partially cloudy"
2017-04-26,34.0,23.3,27.8,83.1,0.4,18.4,1010.2,64.8,24.4,"Rain, Partially cloudy"
2017-04-27,34.1,23.8,28.4,79.1,0.3,11.2,1010.8,75.3,24.0,"Rain, Partially cloudy"
2017-04-28,29.0,22.0,25.7,89.6,3.0,29.5,1011.7,76.2,23.8,"Rain, Partially cloudy"
2017-04-29,33.0,23.6,27.7,83.7,1.2,18.4,1010.9,64.4,24.4,"Rain, Partially cloudy"
2017-04-30,34.0,24.2,27.9,83.9,1.1,29.5,1011.0,78.0,24.7,"Rain, Partially cloudy"
2017-05-01,32.0,23.7,27.2,85.1,1.1,18.4,1010.5,81.9,24.3,"Rain, Partially cloudy"
2017-05-02,33.0,22.9,26.5,87.0,0.1,14.8,1009.3,84.8,24.0,"Rain, Partially cloudy"
2017-05-03,27.6,22.9,24.5,92.9,6.0,16.6,1009.6,80.6,23.3,"Rain, Partially cloudy"
2017-05-04,33.0,22.4,25.9,88.4,15.0,14.8,1010.3,86.3,23.6,"Rain, Partially cloudy"
2017-05-05,33.2,22.7,26.9,85.3,10.0,10.5,1010.6,84.4,24.0,"Rain, Partially cloudy"
2017-05-06,33.0,23.7,26.9,88.4,1.0,9.4,1011.3,71.4,24.6,"Rain, Partially cloudy"
2017-05-07,32.0,23.2,27.3,83.8,7.0,20.5,1009.7,66.2,24.1,"Rain, Partially cloudy"
2017-05-08,34.0,23.3,28.2,82.0,2.1,13.0,1009.2,51.2,24.6,"Rain, Partially cloudy"
2017-05-09,28.0,22.9,24.8,92.8,7.0,13.0,1009.8,77.4,23.6,"Rain, Partially cloudy"
2017-05-10,31.9,22.6,26.2,86.8,1.8,13.0,1010.0,81.0,23.6,"Rain, Partially cloudy"
2017-05-11,30.0,23.0,25.9,92.6,4.2,18.4,1010.8,88.8,24.6,"Rain, Partially cloudy"
2017-05-12,30.8,23.6,26.8,89.5,0.3,14.8,1011.2,78.0,24.9,"Rain, Partially cloudy"
2017-05-13,33.0,23.9,28.0,84.0,4.0,9.4,1010.8,77.2,24.8,"Rain, Partially cloudy"
2017-05-14,33.0,24.8,28.1,85.3,0.0,18.4,1010.6,81.6,25.2,Partially cloudy
2017-05-15,31.5,24.8,27.4,88.5,9.9,10.8,1011.5,79.1,25.2,"Rain, Partially cloudy"
2017-05-16,27.5,23.6,25.3,94.4,7.3,10.8,1013.2,99.1,24.4,"Rain, Overcast"
2017-05-17,32.0,23.4,27.2,81.5,0.0,14.8,1011.6,66.2,23.4,Partially cloudy
2017-05-18,33.0,22.6,27.5,80.6,0.0,8.3,1010.9,40.0,23.4,Partially cloudy
2017-05-19,34.0,24.2,27.9,84.7,4.1,11.2,1011.4,81.0,24.8,"Rain, Partially cloudy"
2017-05-20,27.7,24.0,25.4,92.4,9.0,11.2,1012.2,86.7,24.0,"Rain, Partially cloudy"
2017-05-21,32.7,23.3,26.7,88.3,7.1,9.4,1011.3,88.5,24.4,"Rain, Partially cloudy"
2017-05-22,34.0,23.5,27.4,88.6,10.9,16.6,1010.3,72.4,25.1,"Rain, Partially cloudy"
2017-05-23,30.0,24.5,26.6,93.1,3.8,14.8,1010.3,90.2,25.4,"Rain, Overcast"
2017-05-24,33.0,24.0,27.9,83.6,2.6,22.3,1010.9,85.6,24.5,"Rain, Partially cloudy"
2017-05-25,27.0,24.0,25.4,93.5,77.0,11.1,1012.3,79.1,24.2,"Rain, Partially cloudy"
2017-05-26,32.6,23.0,26.5,88.0,11.1,11.2,1013.1,92.1,24.1,"Rain, Overcast"
2017-05-27,31.0,23.4,26.8,89.9,13.9,7.9,1013.4,69.6,24.9,"Rain, Partially cloudy"
2017-05-28,33.0,24.4,28.0,83.7,0.6,15.5,1013.3,68.8,24.8,"Rain, Partially cloudy"
2017-05-29,31.2,25.0,26.9,91.1,5.7,14.8,1012.6,63.3,25.3,"Rain, Partially cloudy"
2017-05-30,32.4,23.9,26.8,90.4,8.0,31.7,1012.6,87.7,25.0,"Rain, Partially cloudy"
2017-05-31,30.4,24.0,26.8,87.7,1.1,14.8,1013.6,84.7,24.5,"Rain, Partially cloudy"
2017-06-01,34.0,23.1,26.8,87.7,9.0,16.5,1013.6,87.1,24.3,"Rain, Partially cloudy"
2017-06-02,31.0,23.8,26.7,89.1,2.9,35.8,1013.6,81.2,24.6,"Rain, Partially cloudy"
2017-06-03,32.8,24.3,28.1,80.7,0.4,18.4,1012.1,65.7,24.2,"Rain, Partially cloudy"
2017-06-04,30.0,25.0,27.0,87.5,0.4,11.2,1012.2,76.0,24.7,"Rain, Partially cloudy"
2017-06-05,32.0,24.0,26.7,87.2,2.2,14.8,1011.9,87.8,24.3,"Rain, Partially cloudy"
2017-06-06,30.4,22.9,25.5,93.1,8.2,14.8,1012.5,88.9,24.3,"Rain, Partially cloudy"
2017-06-07,32.0,22.0,26.1,89.2,32.0,14.8,1012.9,86.2,24.0,"Rain, Partially cloudy"
2017-06-08,33.2,24.0,27.3,86.2,0.5,14.8,1011.0,75.0,24.6,"Rain, Partially cloudy"
2017-06-09,32.2,23.0,26.0,92.1,2.7,16.6,1009.7,79.9,24.5,"Rain, Partially cloudy"
2017-06-10,28.5,24.0,25.9,91.6,28.0,7.6,1010.3,81.7,24.4,"Rain, Partially cloudy"
2017-06-11,30.0,24.0,26.6,90.2,1.0,16.6,1010.5,82.3,24.8,"Rain, Partially cloudy"
2017-06-12,32.0,23.0,25.0,92.7,22.0,24.1,1011.1,86.6,23.6,"Rain, Partially cloudy"
2017-06-13,26.7,23.6,24.5,95.5,21.4,9.4,1012.9,86.4,23.7,"Rain, Partially cloudy"
2017-06-14,32.0,22.9,26.3,88.1,0.8,9.4,1012.4,91.5,24.0,"Rain, Overcast"
2017-06-15,32.0,23.7,27.1,86.4,0.3,9.6,1011.9,82.9,24.5,"Rain, Partially cloudy"
2017-06-16,28.0,23.7,25.3,91.7,4.0,11.2,1012.0,83.6,23.8,"Rain, Partially cloudy"
2017-06-17,30.0,22.6,25.6,88.3,3.5,74.2,1012.1,82.6,23.4,"Rain, Partially cloudy"
2017-06-18,32.0,22.1,26.2,86.1,2.0,14.8,1010.9,86.0,23.4,"Rain, Partially cloudy"
2017-06-19,29.0,23.4,25.7,91.5,1.7,20.5,1012.0,88.6,24.1,"Rain, Partially cloudy"
2017-06-20,27.0,23.0,24.2,95.4,0.4,10.1,1013.0,77.3,23.4,"Rain, Partially cloudy"
2017-06-21,31.0,22.6,26.3,85.5,2.9,11.2,1012.3,81.5,23.4,"Rain, Partially cloudy"
2017-06-22,32.0,24.4,27.0,87.5,0.2,18.4,1011.7,85.4,24.6,"Rain, Partially cloudy"
2017-06-23,29.0,24.0,25.8,92.1,4.0,13.0,1011.8,72.8,24.4,"Rain, Partially cloudy"
2017-06-24,29.8,22.5,25.3,92.0,11.0,14.8,1011.4,91.6,23.8,"Rain, Overcast"
2017-06-25,32.0,22.9,25.3,92.8,2.5,10.1,1011.6,86.8,23.9,"Rain, Partially cloudy"
2017-06-26,31.0,23.0,26.0,87.9,65.0,13.0,1011.9,93.4,23.6,"Rain, Overcast"
2017-06-27,28.3,23.0,25.3,89.3,30.0,18.4,1012.8,79.0,23.3,"Rain, Partially cloudy"
2017-06-28,31.0,22.7,25.7,87.6,0.4,13.0,1013.4,70.2,23.3,"Rain, Partially cloudy"
2017-06-29,31.0,23.1,25.9,88.8,0.9,11.2,1013.5,85.3,23.8,"Rain, Partially cloudy"
2017-06-30,26.5,22.2,24.3,94.2,2.6,13.0,1014.3,92.4,23.3,"Rain, Overcast"
2017-07-01,31.0,22.8,26.0,87.6,5.0,11.2,1013.6,73.4,23.7,"Rain, Partially cloudy"
2017-07-02,29.1,22.5,25.3,91.9,2.0,10.4,1013.5,86.4,23.9,"Rain, Partially cloudy"
2017-07-03,29.2,23.2,25.1,93.2,1.4,10.4,1014.0,87.1,23.9,"Rain, Partially cloudy"
2017-07-04,29.2,23.3,25.3,92.4,2.0,25.9,1013.7,88.4,23.9,"Rain, Partially cloudy"
2017-07-05,28.1,22.7,24.5,93.0,4.7,14.8,1014.6,81.5,23.2,"Rain, Partially cloudy"
2017-07-06,29.6,21.0,25.0,89.9,1.7,16.6,1015.0,81.1,23.1,"Rain, Partially cloudy"
2017-07-07,31.6,22.7,26.4,82.9,0.4,13.0,1014.6,73.1,23.1,"Rain, Partially cloudy"
2017-07-08,31.0,23.9,26.6,81.3,0.0,92.5,1014.0,85.5,22.9,Partially cloudy
2017-07-09,31.1,23.0,26.4,80.7,0.1,13.0,1014.1,80.7,22.6,"Rain, Partially cloudy"
2017-07-10,31.0,22.0,26.0,82.2,0.3,13.0,1014.5,78.5,22.5,"Rain, Partially cloudy"
2017-07-11,30.0,21.9,26.0,81.4,0.3,9.4,1015.5,72.3,22.4,"Rain, Partially cloudy"
2017-07-12,29.7,22.9,25.7,83.2,0.4,13.0,1015.3,72.1,22.6,"Rain, Partially cloudy"
2017-07-13,30.0,23.0,25.7,86.2,0.3,18.4,1014.8,77.8,23.1,"Rain, Partially cloudy"
2017-07-14,30.0,23.7,25.9,87.1,0.5,19.0,1014.2,91.4,23.5,"Rain, Overcast"
2017-07-15,30.0,22.9,24.6,93.8,49.0,27.7,1014.0,88.6,23.5,"Rain, Partially cloudy"
2017-07-16,30.0,22.7,24.8,91.8,21.0,14.8,1014.3,90.6,23.2,"Rain, Overcast"
2017-07-17,29.0,23.0,25.7,88.4,9.0,22.3,1013.7,80.0,23.5,"Rain, Partially cloudy"
2017-07-18,30.0,22.7,25.8,88.7,0.4,10.4,1014.3,88.7,23.7,"Rain, Partially cloudy"
2017-07-19,30.0,24.0,26.1,88.4,0.4,14.8,1015.2,85.4,24.0,"Rain, Partially cloudy"
2017-07-20,29.0,23.6,26.1,88.8,5.0,14.8,1014.1,82.6,24.0,"Rain, Partially cloudy"
2017-07-21,26.7,23.0,24.3,95.2,25.0,20.5,1013.4,89.7,23.5,"Rain, Partially cloudy"
2017-07-22,28.1,22.0,24.0,95.4,43.0,16.6,1013.5,87.3,23.1,"Rain, Partially cloudy"
2017-07-23,26.2,22.7,23.8,95.0,61.0,10.7,1015.4,91.3,23.0,"Rain, Overcast"
2017-07-24,26.9,22.9,24.0,96.7,27.0,18.4,1015.0,92.4,23.4,"Rain, Overcast"
